epoch,train_acc,train_loss,val_acc,val_loss
0,0.29011993146773274,1.7613600349507967,0.5,1.4233452081680298
1,0.35579668760708166,1.625320990585314,0.25,1.4428519010543823
2,0.39020559680182754,1.5634214634693806,0.25,2.6096649169921875
3,0.41918903483723585,1.509637438454402,0.25,1.7621029615402222
4,0.4327527127355797,1.4551435420848111,1.0,0.2457450032234192
5,0.4501713306681896,1.425591365022022,0.25,1.8941441774368286
6,0.4754426042261565,1.3735680520568556,0.5,1.3744657039642334
7,0.4828669331810394,1.3468913512356548,1.0,0.24701154232025146
8,0.4970017133066819,1.3105091556932231,0.5,1.0574684143066406
9,0.5105653912050258,1.2792262408067538,0.25,2.2546374797821045
10,0.5355511136493433,1.2409542152569812,0.75,0.48272567987442017
11,0.5523986293546544,1.188400800213822,0.75,0.3571169376373291
12,0.5585379782981154,1.1808879504811076,0.75,0.8421645164489746
13,0.5719588806396345,1.1374658113169984,0.25,1.303727149963379
14,0.583952027412907,1.1125382677035491,0.5,1.184927225112915
15,0.5895202741290692,1.092576312736264,0.75,0.8725561499595642
16,0.5920902341519132,1.083699315922523,0.5,1.0595412254333496
17,0.6013706453455169,1.0674152855598062,0.75,0.4145166873931885
18,0.6107938320959452,1.0326083310667546,0.5,1.308365821838379
19,0.6079383209594518,1.0326939244940239,0.5,0.9087001085281372
20,0.6175042832667047,1.022549829896282,0.5,0.8689191341400146
21,0.6196459166190749,1.0099312577977444,0.25,1.5193986892700195
22,0.6313535122786978,0.9813747544209661,0.25,1.7604491710662842
23,0.6430611079383209,0.9675685277773542,0.25,1.2446403503417969
24,0.6366362078812108,0.9514644278552722,0.0,2.235523223876953
25,0.6541976013706453,0.9194977514271325,0.25,1.372154951095581
26,0.654768703597944,0.9274498950679393,0.75,0.8677632212638855
27,0.662621359223301,0.9185126795556326,0.5,0.6954715251922607
28,0.6653340948029698,0.9009027853565581,0.75,0.7915493249893188
29,0.6589091947458595,0.9076508202088485,0.75,0.9804120659828186
30,0.6724728726442033,0.8717409289866975,0.75,0.6271613836288452
31,0.6696173615077099,0.8813931367725457,0.75,0.5893412828445435
32,0.6704740148486579,0.8735858615911191,0.75,0.7860760688781738
33,0.6724728726442033,0.8671052578532444,0.75,0.6294575333595276
34,0.6807538549400343,0.8517226297333879,0.75,0.4121951162815094
35,0.6968874928612222,0.8318418330512409,0.25,0.9450402855873108
36,0.6903198172472873,0.8382735587507572,0.75,0.7574312686920166
37,0.6987435750999429,0.8157245972747466,0.75,0.6461250185966492
38,0.6994574528840662,0.8229182794188037,0.25,1.4752931594848633
39,0.700456881781839,0.7985159410264817,0.5,1.2605299949645996
40,0.6938892061679041,0.8138944274064542,1.0,0.05539417266845703
41,0.7003141062250143,0.8027541615805035,0.25,1.506162166595459
42,0.7134494574528841,0.7778687072967816,0.75,0.3943786919116974
43,0.7228726442033124,0.7510164509852364,0.75,0.5446622371673584
44,0.71302113078241,0.7691619098782199,0.5,0.9367800951004028
45,0.7188749286122216,0.7592830470737085,0.25,1.644353985786438
46,0.712592804111936,0.7730438951370989,0.75,1.1700208187103271
47,0.7161621930325528,0.760941661558173,1.0,0.4170767664909363
48,0.7197315819531697,0.7565331302630023,0.5,1.193535327911377
49,0.7340091376356368,0.7252619669888103,0.75,0.5776010751724243
50,0.7220159908623643,0.7331595229615762,0.75,0.820148766040802
51,0.7305825242718447,0.7202283549247505,1.0,0.7547385096549988
52,0.7284408909194746,0.7406756789479373,0.75,1.0044561624526978
53,0.7342946887492862,0.7193459285745479,1.0,0.17699599266052246
54,0.730868075385494,0.7354716803433894,0.25,1.9377983808517456
55,0.7497144488863506,0.6961362782731729,0.75,0.6135373115539551
56,0.741290691033695,0.6918662832097827,0.75,0.6360154747962952
57,0.7390062821245003,0.715319360412236,0.75,0.6526391506195068
58,0.742147344374643,0.69019569623375,0.75,0.4872611165046692
59,0.7381496287835523,0.6914005144741248,0.5,1.0070079565048218
60,0.7545688178183895,0.6675685413271137,0.5,1.0069748163223267
61,0.7472872644203312,0.6818113447954695,1.0,0.1888713836669922
62,0.7490005711022273,0.6652773555297977,0.5,1.4998098611831665
63,0.749143346659052,0.6764433469468019,0.5,1.2107152938842773
64,0.7527127355796688,0.6626240638223531,0.75,0.7627841234207153
65,0.7628498001142204,0.6460382203028449,0.75,0.3105813264846802
66,0.7547115933752142,0.6517704260529688,0.5,2.0640785694122314
67,0.7485722444317533,0.6660948374666601,0.75,0.3515530824661255
68,0.7637064534551685,0.6407686737326129,0.25,1.2444541454315186
69,0.7648486579097659,0.6441415947702938,0.75,0.34103745222091675
70,0.769131924614506,0.6180243788660423,0.75,0.3801947832107544
71,0.7714163335237008,0.6218005101776749,0.5,1.895409107208252
72,0.7734151913192462,0.6108106601959906,0.25,2.1592721939086914
73,0.7697030268418047,0.6144588711192307,0.25,1.0590991973876953
74,0.7658480868075386,0.620000127705079,0.75,0.4028826653957367
75,0.7609937178754997,0.6320995841024264,0.75,0.5517492294311523
76,0.7642775556824671,0.6319981948996461,0.5,1.4153653383255005
77,0.7692747001713307,0.6142256693209259,0.75,0.7090150117874146
78,0.7836950314106225,0.5959354417237944,0.75,1.9426262378692627
79,0.7729868646487721,0.6120516156202245,1.0,0.2963976562023163
80,0.7855511136493433,0.5941229454028409,0.75,1.1940627098083496
81,0.7789834380354084,0.5884301341444611,1.0,0.22663667798042297
82,0.7851227869788693,0.5765359828909216,0.75,0.37585756182670593
83,0.7829811536264991,0.5794838720401786,1.0,0.5746102333068848
84,0.7821245002855511,0.5976035389506701,1.0,0.1680297553539276
85,0.7835522558537978,0.5796675045641063,1.0,0.09881407022476196
86,0.7908338092518561,0.5758146766183855,0.75,0.6158349514007568
87,0.7862649914334666,0.5850749843073599,0.5,1.0431127548217773
88,0.787835522558538,0.5723018710661588,1.0,0.3783974349498749
89,0.796973158195317,0.5524748781752341,0.75,1.4577908515930176
90,0.78697886921759,0.5679984971421368,0.75,0.6676052808761597
91,0.7989720159908624,0.5562139376700095,0.5,1.4054256677627563
92,0.796973158195317,0.55139745730611,0.75,0.5607560276985168
93,0.7946887492861222,0.5577780214089928,0.75,0.9885048866271973
94,0.7971159337521416,0.5518025502962497,0.5,1.1261448860168457
95,0.7899771559109081,0.5700478004616101,0.5,1.2721806764602661
96,0.8048258138206739,0.5252890486902063,0.5,1.232474446296692
97,0.7976870359794404,0.5388333646400801,1.0,0.3051188588142395
98,0.7979725870930897,0.5491287536251075,0.75,0.22083815932273865
99,0.8003997715591091,0.5321864341537248,0.75,1.0603468418121338
100,0.8065391205025699,0.5341558073339362,0.75,0.6395446062088013
101,0.8081096516276414,0.5143428897811712,0.25,1.2010583877563477
102,0.8033980582524272,0.5227009639407757,0.5,0.6978040337562561
103,0.8053969160479726,0.5251974044851682,1.0,0.08203935623168945
104,0.8022558537978298,0.5257450830955154,0.75,0.6960561275482178
105,0.8159623072529983,0.5098443235936061,0.75,0.3272894620895386
106,0.8048258138206739,0.5242063988963922,0.25,1.1952621936798096
107,0.8098229583095374,0.5216635496853965,1.0,0.3609543740749359
108,0.8038263849229013,0.5273678983018645,0.75,1.2895078659057617
109,0.8183894917190178,0.5052102606494654,1.0,0.5262414813041687
110,0.8012564249000571,0.5348391514175759,0.75,0.4885294437408447
111,0.807395773843518,0.5147232969596276,0.5,1.3762322664260864
