epoch,train_acc,train_loss,val_acc,val_loss
1,0.3299543118218161,1.7165978220038793,0.296875,5.884740352630615
2,0.38749286122215876,1.586636090537332,0.390625,2.660244941711426
3,0.44189034837235863,1.4611587867710947,0.484375,5.079013824462891
4,0.45559680182752715,1.4078727343264885,0.40625,2.1905558109283447
5,0.508280982295831,1.3317485271454674,0.421875,1.682725429534912
6,0.5319817247287264,1.2482313871009223,0.515625,1.5689172744750977
7,0.568675042832667,1.1826612370685465,0.484375,1.9543569087982178
8,0.586950314106225,1.123568362368644,0.609375,1.473679780960083
9,0.5968018275271274,1.094304458387643,0.4375,2.3882012367248535
10,0.5995145631067961,1.0666994302188377,0.53125,1.1556698083877563
11,0.6277841233580811,1.02019242230039,0.609375,0.9507270455360413
12,0.6350656767561393,0.9756991690155576,0.59375,1.1336843967437744
13,0.6492004568817819,0.9468647721901681,0.640625,1.1010512113571167
14,0.655197030268418,0.9407544674565628,0.546875,1.2363489866256714
15,0.6637635636778983,0.9151072579663118,0.671875,1.0059831142425537
16,0.6743289548829241,0.881035378384699,0.59375,0.9796062707901001
17,0.6810394060536836,0.8571686957952706,0.53125,1.5337659120559692
18,0.6916047972587093,0.8481104596385541,0.5,1.23023521900177
19,0.6848943460879497,0.8424179286513582,0.515625,1.401314377784729
20,0.7068817818389492,0.8057614287637017,0.53125,1.2967108488082886
21,0.7074528840662478,0.8040053136668023,0.609375,0.8194386959075928
22,0.7107367218732153,0.7770935559293191,0.53125,1.1538690328598022
23,0.7154483152484294,0.7705125579368993,0.609375,1.0769431591033936
24,0.723443746430611,0.7479905922504101,0.515625,1.6211557388305664
25,0.7332952598515134,0.7181466436603967,0.515625,1.3026617765426636
26,0.7388635065676756,0.7139341303837224,0.71875,1.1403300762176514
27,0.7380068532267275,0.7174199661277213,0.640625,1.0089679956436157
28,0.749571673329526,0.6789321454762051,0.8125,0.6728605031967163
29,0.7497144488863506,0.6970781162679025,0.4375,1.6514278650283813
30,0.7522844089091948,0.6768284893287787,0.5,1.2762742042541504
31,0.7552826956025128,0.656423346586802,0.734375,0.7995752692222595
32,0.7508566533409481,0.6747563321256147,0.609375,1.1263151168823242
33,0.7602798400913764,0.6586372017485969,0.625,1.0683969259262085
34,0.768275271273558,0.6358048932798109,0.59375,1.0455015897750854
