epoch,train_acc,train_loss
1,0.4359695013357079,1.4131949790226808
2,0.5707090382902938,1.1193940053533893
3,0.6352682546749777,0.9650221744076227
4,0.6782056990204809,0.8564564665830889
5,0.7066173196794301,0.7763886491793771
6,0.728739982190561,0.7161499080335255
7,0.7482468833481745,0.6623653036775274
8,0.7654719501335707,0.621551000331516
9,0.7782168299198575,0.5881663738672794
10,0.7955810329474622,0.5503447681055044
